Township Name,Sale Date,Sale Price,Land Square Feet,Age,Wall Material,Roof Material,Rooms,Bedrooms,Basement,Basement Finish,Central Heating,Central Air Conditioning,Fireplaces,Attic Type,Full Baths,Half Baths,Design Plan,Cathedral Ceiling,Garage Size,Garage 1 Material,Building Square Feet,Use,Type of Residence,Tract Median Income,Land Acre,Sale Year,Sale Month
North Chicago,11/17/2020,1300,2550,30,Masonry,Shingle + Asphalt,8,4,Slab,Unfinished,Warm Air Furnace,Central A/C,0,None,2,1,Architect,,1.5,Masonry,2.524,Single-Family,2 Story,122.479,0.058539945,2020,11
North Chicago,11/17/2020,2075,3125,17,Masonry,Tar + Gravel,9,4,Full,Formal Rec Room,Warm Air Furnace,Central A/C,2,None,4,0,Stock Plan,No,0,,3.766,Single-Family,3 Story +,132.222,0.071740129,2020,11
North Chicago,11/18/2020,705,1167,26,Masonry,Shingle + Asphalt,6,3,Slab,Unfinished,Warm Air Furnace,Central A/C,0,None,3,0,Stock Plan,No,1,Masonry,1.869,Single-Family,3 Story +,122.479,0.026790634,2020,11
North Chicago,11/18/2020,2600,3275,24,Masonry,Shingle + Asphalt,7,3,Partial,Formal Rec Room,Warm Air Furnace,Central A/C,2,None,2,1,Stock Plan,No,2,Masonry,2.76,Single-Family,2 Story,141.806,0.075183655,2020,11
North Chicago,11/19/2020,495,713,50,Masonry,Shingle + Asphalt,6,3,Full,Formal Rec Room,Warm Air Furnace,Central A/C,1,None,1,1,Stock Plan,No,0,,1.037,Single-Family,2 Story,142.583,0.016368228,2020,11
North Chicago,11/19/2020,785,1125,36,Masonry,Shingle + Asphalt,8,3,Slab,Unfinished,Warm Air Furnace,Central A/C,1,None,2,1,Stock Plan,No,1,Frame,1.958,Single-Family,3 Story +,162.054,0.025826446,2020,11
North Chicago,11/22/2020,1008.5,1610,6,Masonry,Tar + Gravel,8,4,Slab,Unfinished,Warm Air Furnace,Central A/C,0,None,3,1,Stock Plan,No,2,Masonry,2.134,Single-Family,2 Story,58.542,0.036960514,2020,11
North Chicago,11/25/2020,1890,2976,18,Masonry,Shingle + Asphalt,9,4,Full,Unfinished,Warm Air Furnace,Central A/C,0,None,3,1,Stock Plan,No,2,Masonry,3.816,Single-Family,3 Story +,132.222,0.068319559,2020,11
North Chicago,11/27/2020,600,1104,55,Masonry,Tar + Gravel,6,3,Full,Formal Rec Room,Warm Air Furnace,Central A/C,1,None,2,1,Stock Plan,,0,,1.152,Single-Family,2 Story,112.788,0.025344353,2020,11
North Chicago,11/28/2020,415,1108,48,Masonry,Tar + Gravel,5,2,Crawl,Unfinished,Warm Air Furnace,Central A/C,0,None,1,0,Stock Plan,No,0,,1.092,Single-Family,2 Story,109.191,0.02543618,2020,11
North Chicago,11/29/2020,526.5,799,33,Frame + Masonry,Tar + Gravel,4,1,Slab,Unfinished,Warm Air Furnace,Central A/C,1,None,2,0,Stock Plan,,1,Masonry,1.28,Single-Family,3 Story +,148.616,0.018342516,2020,11
North Chicago,12/4/2020,825,892,15,Masonry,Tar + Gravel,7,3,Slab,Unfinished,Warm Air Furnace,Central A/C,1,None,2,1,Stock Plan,No,2,Masonry,1.692,Single-Family,3 Story +,99.44,0.020477502,2020,12
North Chicago,12/7/2020,2825,3175,21,Masonry,Shingle + Asphalt,9,5,Full,Formal Rec Room,Warm Air Furnace,Central A/C,2,None,4,1,Stock Plan,No,2,Masonry,4.118,Single-Family,3 Story +,142.583,0.072887971,2020,12
North Chicago,12/7/2020,3825,2954,3,Masonry,Tar + Gravel,14,7,Full,Formal Rec Room,Warm Air Furnace,Central A/C,3,None,5,2,Stock Plan,No,2,Masonry,4.54,Single-Family,3 Story +,142.583,0.067814509,2020,12
North Chicago,12/8/2020,1400,2550,25,Frame,Shingle + Asphalt,7,3,Full,Unfinished,Warm Air Furnace,Central A/C,1,None,2,1,Stock Plan,,2,Frame,2.784,Single-Family,2 Story,122.479,0.058539945,2020,12
North Chicago,12/9/2020,943.5,1557,44,Frame + Masonry,Shingle + Asphalt,7,4,Slab,Unfinished,Warm Air Furnace,Central A/C,1,None,2,0,Stock Plan,No,1,Frame,2.787,Single-Family,3 Story +,112.788,0.035743802,2020,12
North Chicago,12/14/2020,420,831,50,Masonry,Shingle + Asphalt,6,3,Full,Formal Rec Room,Warm Air Furnace,Central A/C,1,None,1,1,Stock Plan,No,0,,0.826,Single-Family,2 Story,142.583,0.019077135,2020,12
North Chicago,12/16/2020,1050,1452,33,Masonry,Shingle + Asphalt,7,3,Slab,Unfinished,Warm Air Furnace,Central A/C,1,None,3,1,Stock Plan,,1.5,Masonry,2.532,Single-Family,3 Story +,83.806,0.033333333,2020,12
North Chicago,12/17/2020,750,935,6,Frame + Masonry,Shingle + Asphalt,7,3,Slab,Unfinished,Warm Air Furnace,Central A/C,0,None,2,1,Stock Plan,No,2,Masonry,1.8,Single-Family,3 Story +,58.542,0.021464646,2020,12
North Chicago,12/18/2020,4000,4323,21,Masonry,Shingle + Asphalt,9,4,Full,Formal Rec Room,Warm Air Furnace,Central A/C,2,None,4,1,Stock Plan,No,3,Masonry,5.752,Single-Family,3 Story +,141.806,0.099242424,2020,12
North Chicago,12/23/2020,640,882,31,Masonry,Tar + Gravel,7,3,Slab,Unfinished,Warm Air Furnace,Central A/C,1,None,2,1,Stock Plan,,1,Masonry,1.616,Single-Family,3 Story +,148.616,0.020247934,2020,12
North Chicago,12/23/2020,705,646,27,Masonry,Tar + Gravel,6,2,Slab,Unfinished,Warm Air Furnace,Central A/C,0,None,2,0,Stock Plan,No,1,Masonry,1.603,Single-Family,3 Story +,148.616,0.014830119,2020,12
North Chicago,12/23/2020,767,897,27,Masonry,Tar + Gravel,8,3,Slab,Unfinished,Warm Air Furnace,Central A/C,0,None,2,1,Stock Plan,No,1.5,Masonry,2.326,Single-Family,3 Story +,148.616,0.020592287,2020,12
North Chicago,12/29/2020,792.5,1067,26,Masonry,Shingle + Asphalt,6,3,Slab,Unfinished,Warm Air Furnace,Central A/C,0,None,3,0,Stock Plan,Yes,1,Masonry,1.869,Single-Family,3 Story +,122.479,0.024494949,2020,12
North Chicago,12/30/2020,2500,3125,18,Masonry,Tar + Gravel,8,3,Full,Formal Rec Room,Warm Air Furnace,Central A/C,1,None,3,1,Stock Plan,No,2,Masonry,3.713,Single-Family,3 Story +,148.616,0.071740129,2020,12
North Chicago,12/30/2020,2917.5,3100,6,Masonry,Other,10,5,Full,Formal Rec Room,Warm Air Furnace,Central A/C,1,None,4,1,Stock Plan,No,2.5,Masonry,3.781,Single-Family,3 Story +,138.934,0.071166208,2020,12
North Chicago,12/31/2020,495,692,50,Masonry,Tar + Gravel,5,2,Slab,Unfinished,Warm Air Furnace,Central A/C,1,None,2,1,Stock Plan,No,0,,1.386,Single-Family,3 Story +,142.583,0.015886134,2020,12
